Cruise,Station,gear_tow,Fish_num,FishFamily,FishSpecies,ID_confirmation,GeneticID,Flash_frozen,DissectionDate_MMDDYYYY,Photo_ID,SL_mm,FL_mm,TL_mm,Wt_g,TGW_g,EGW_g,Gut_MB,Gut_V.ID,SIA,FishBarcoding,Prey_Num,Spp_LowestTaxon,Obs_Length,Magnification,Actual_Length_mm,TotalNumPrey,TotalPrey_gut,Gut MorphID_date_MMDDYYYY,Swim_Bladder,Gonads,Gonad_wt(g),Sex,Gonad_preservative,Head,Comments,Comments_postDissection,Gut_comments,Prey_Comments
HB1907,2,MWT1,3,Myctophidae,Diaphus perspicillatus,Yes - visually PEC,NA,N,43696,7501,40,41,51,1.1188,0.0909,NA,N,Y,Y,Y,4,Candacia,NA,NA,NA,NA,4,44032,DA,N,NA,?,NA,Y,NA,NA,gut black,"only half of metasome left, could not locate prosome "
HB1907,2,MWT1,6,Myctophidae,Diaphus perspicillatus,Yes - visually PEC,NA,N,43696,7503,40,41,57,1.6656,0.0643,NA,N,Y,Y,Y,1,Chaetognatha,NA,NA,NA,NA,2,44004,DA,N,NA,?,NA,Y,"Maybe small amount of gonads found but not saved. Could be fat. Three parasites near gonad could be flat worms, iphone photo taken through scope.",NA,"gut very small, black",NA
HB1907,2,MWT1,6,Myctophidae,Diaphus perspicillatus,Yes - visually PEC,NA,N,43696,7503,40,41,57,1.6656,0.0643,NA,N,Y,Y,Y,2,Euphausid,NA,NA,NA,NA,2,44004,DA,N,NA,?,NA,Y,"Maybe small amount of gonads found but not saved. Could be fat. Three parasites near gonad could be flat worms, iphone photo taken through scope.",NA,"gut very small, black",NA
HB1907,2,MWT1,9,Myctophidae,Diaphus perspicillatus,Yes - DNA,Diaphus perspicillatus,N,43696,7508,36,37,43,0.9083,0.0664,NA,N,Y,Y,Y,1,UnknownSoft,NA,NA,NA,NA,4,44005,?,N,NA,?,NA,Y,NA,NA,NA,NA
HB1907,2,MWT1,9,Myctophidae,Diaphus perspicillatus,Yes - DNA,Diaphus perspicillatus,N,43696,7508,36,37,43,0.9083,0.0664,NA,N,Y,Y,Y,2,Candacia,1.7,0.8,2.125,NA,4,44005,?,N,NA,?,NA,Y,NA,NA,NA,NA
HB1907,2,MWT1,9,Myctophidae,Diaphus perspicillatus,Yes - DNA,Diaphus perspicillatus,N,43696,7508,36,37,43,0.9083,0.0664,NA,N,Y,Y,Y,3,Copepod,NA,NA,NA,NA,4,44005,?,N,NA,?,NA,Y,NA,NA,NA,NA
HB1907,2,MWT1,9,Myctophidae,Diaphus perspicillatus,Yes - DNA,Diaphus perspicillatus,N,43696,7508,36,37,43,0.9083,0.0664,NA,N,Y,Y,Y,4,AmphipodDigested,NA,NA,NA,NA,4,44005,?,N,NA,?,NA,Y,NA,NA,NA,NA
HB1907,2,MWT1,10,Myctophidae,Diaphus perspicillatus,Yes - visually PEC,NA,N,43696,7509,42,NA,54,1.2008,0.0656,NA,N,Y,Y,Y,1,CopepodDigested,NA,NA,NA,NA,1,44005,?,N,NA,?,NA,Y,"Maybe small gonads found, but not saved, could be fat or very immature.",NA,small black gut,smaller than C. finmarchicus
HB1907,2,MWT1,11,Bathylagidae,Dolicholagus longirostris,Yes - DNA,Dolicholagus longirostris,N,43696,2049316,64,NA,73,1.2945,0.1023,NA,N,Y,Y,Y,1,AmphipodDigested,NA,NA,NA,NA,2,44004,N,Y,0.0017,M?,F-W-E,Y,"From bag 26. Gonad speckled, doesn't really look like eggs. Gut damaged and leaking contents before dissection.",NA,"gut long and black, looks like white  speckled gonad strip along gut, black part of gut empty",NA
HB1907,2,MWT1,11,Bathylagidae,Dolicholagus longirostris,Yes - DNA,Dolicholagus longirostris,N,43696,2049316,64,NA,73,1.2945,0.1023,NA,N,Y,Y,Y,2,AmphipodDigested,NA,NA,NA,NA,2,44004,N,Y,0.0017,M?,F-W-E,Y,"From bag 26. Gonad speckled, doesn't really look like eggs. Gut damaged and leaking contents before dissection.",NA,"gut long and black, looks like white  speckled gonad strip along gut, black part of gut empty",NA
HB1907,2,MWT1,13,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7513,54,NA,67,1.5861,0.0878,NA,N,Y,Y,Y,1,UnknownSoft,NA,NA,NA,NA,3,44032,DA,N,NA,?,NA,Y,Very long caudal fin rays. Others likely slightly broken off near end. Possibly very small gonads but not saved.,NA,gut black,NA
HB1907,2,MWT1,13,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7513,54,NA,67,1.5861,0.0878,NA,N,Y,Y,Y,2,Hyperiidea,3.8,0.8,4.75,NA,3,44032,DA,N,NA,?,NA,Y,Very long caudal fin rays. Others likely slightly broken off near end. Possibly very small gonads but not saved.,NA,gut black,"well preserved front half, rest of body crubmling apart"
HB1907,2,MWT1,13,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7513,54,NA,67,1.5861,0.0878,NA,N,Y,Y,Y,3,Calanoid,1.5,0.8,1.875,NA,3,44032,DA,N,NA,?,NA,Y,Very long caudal fin rays. Others likely slightly broken off near end. Possibly very small gonads but not saved.,NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7514,60,NA,74,3.2349,0.2104,NA,N,Y,Y,Y,1,Cavolinioidea,1.6,0.8,2,NA,12,44031,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7514,60,NA,74,3.2349,0.2104,NA,N,Y,Y,Y,2,UnknownSoft,NA,NA,NA,NA,12,44031,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7514,60,NA,74,3.2349,0.2104,NA,N,Y,Y,Y,3,UnknownSoft,NA,NA,NA,NA,12,44031,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7514,60,NA,74,3.2349,0.2104,NA,N,Y,Y,Y,4,UnknownSoft,NA,NA,NA,NA,12,44031,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7514,60,NA,74,3.2349,0.2104,NA,N,Y,Y,Y,5,UnknownSoft,NA,NA,NA,NA,12,44031,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7514,60,NA,74,3.2349,0.2104,NA,N,Y,Y,Y,6,UnknownSoft,NA,NA,NA,NA,12,44031,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7514,60,NA,74,3.2349,0.2104,NA,N,Y,Y,Y,7,Pleuromamma,2.3,0.8,2.875,NA,12,44031,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7514,60,NA,74,3.2349,0.2104,NA,N,Y,Y,Y,8,UnknownSoft,NA,NA,NA,NA,12,44031,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7514,60,NA,74,3.2349,0.2104,NA,N,Y,Y,Y,9,UnknownSoft,NA,NA,NA,NA,12,44031,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7514,60,NA,74,3.2349,0.2104,NA,N,Y,Y,Y,10,UnknownSoft,NA,NA,NA,NA,12,44031,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7514,60,NA,74,3.2349,0.2104,NA,N,Y,Y,Y,11,Hyperiidea,3.4,0.8,4.25,NA,12,44031,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,probably Phronima sp. 
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7514,60,NA,74,3.2349,0.2104,NA,N,Y,Y,Y,12,UnknownSoft,NA,NA,NA,NA,12,44031,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,15,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7515,46,NA,58,1.4774,0.1043,NA,N,Y,Y,Y,1,Appendicularian,NA,NA,NA,NA,6,44004,DA,Y,0.0018,Im F,F-W-E,Y,"Gonad saved but very small, maybe female.",NA,"foregut black, hindgtu white/clear; gen fish ID might be updated later",NA
HB1907,2,MWT1,15,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7515,46,NA,58,1.4774,0.1043,NA,N,Y,Y,Y,2,Appendicularian,NA,NA,NA,NA,6,44004,DA,Y,0.0018,Im F,F-W-E,Y,"Gonad saved but very small, maybe female.",NA,"foregut black, hindgtu white/clear; gen fish ID might be updated later",NA
HB1907,2,MWT1,15,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7515,46,NA,58,1.4774,0.1043,NA,N,Y,Y,Y,3,Appendicularian,NA,NA,NA,NA,6,44004,DA,Y,0.0018,Im F,F-W-E,Y,"Gonad saved but very small, maybe female.",NA,"foregut black, hindgtu white/clear; gen fish ID might be updated later",NA
HB1907,2,MWT1,15,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7515,46,NA,58,1.4774,0.1043,NA,N,Y,Y,Y,4,Calanoid,2.8,0.8,3.5,NA,6,44004,DA,Y,0.0018,Im F,F-W-E,Y,"Gonad saved but very small, maybe female.",NA,"foregut black, hindgtu white/clear; gen fish ID might be updated later",Scolecithricidae- removed for ID
HB1907,2,MWT1,15,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7515,46,NA,58,1.4774,0.1043,NA,N,Y,Y,Y,5,Mysis,NA,NA,NA,NA,6,44004,DA,Y,0.0018,Im F,F-W-E,Y,"Gonad saved but very small, maybe female.",NA,"foregut black, hindgtu white/clear; gen fish ID might be updated later",NA
HB1907,2,MWT1,15,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7515,46,NA,58,1.4774,0.1043,NA,N,Y,Y,Y,6,Mysis,NA,NA,NA,NA,6,44004,DA,Y,0.0018,Im F,F-W-E,Y,"Gonad saved but very small, maybe female.",NA,"foregut black, hindgtu white/clear; gen fish ID might be updated later",NA
HB1907,2,MWT1,18,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7520-21,45,50,58,1.4001,0.0787,NA,N,Y,Y,Y,1,Appendicularian,2.8,0.8,3.5,NA,4,44032,DA,N,NA,Im  ,NA,Y,"Some of the fish have white mark on dorsal side of tail, others like this one don't. (male vs female?).",NA,gut black,NA
HB1907,2,MWT1,18,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7520-21,45,50,58,1.4001,0.0787,NA,N,Y,Y,Y,2,Pteropod,NA,NA,NA,NA,4,44032,DA,N,NA,Im  ,NA,Y,"Some of the fish have white mark on dorsal side of tail, others like this one don't. (male vs female?).",NA,gut black,NA
HB1907,2,MWT1,18,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7520-21,45,50,58,1.4001,0.0787,NA,N,Y,Y,Y,3,UnknownSoft,NA,NA,NA,NA,4,44032,DA,N,NA,Im  ,NA,Y,"Some of the fish have white mark on dorsal side of tail, others like this one don't. (male vs female?).",NA,gut black,NA
HB1907,2,MWT1,18,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7520-21,45,50,58,1.4001,0.0787,NA,N,Y,Y,Y,4,Euphausidacea,NA,NA,NA,NA,4,44032,DA,N,NA,Im  ,NA,Y,"Some of the fish have white mark on dorsal side of tail, others like this one don't. (male vs female?).",NA,gut black,NA
HB1907,2,MWT1,20,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7523,46,NA,57,1.462,0.1107,NA,N,Y,Y,Y,1,Appendicularian,0.9,0.8,1.125,NA,5,44006,N,Y,0.002,F,F-W-E,Y,No swim bladder visible.,NA,NA,NA
HB1907,2,MWT1,20,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7523,46,NA,57,1.462,0.1107,NA,N,Y,Y,Y,2,Appendicularian,1.2,0.8,1.5,NA,5,44006,N,Y,0.002,F,F-W-E,Y,No swim bladder visible.,NA,NA,NA
HB1907,2,MWT1,20,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7523,46,NA,57,1.462,0.1107,NA,N,Y,Y,Y,3,UnknownSoft,NA,NA,NA,Na,5,44006,N,Y,0.002,F,F-W-E,Y,No swim bladder visible.,NA,NA,NA
HB1907,2,MWT1,20,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7523,46,NA,57,1.462,0.1107,NA,N,Y,Y,Y,5,UnknownSoft,NA,NA,NA,NA,5,44006,N,Y,0.002,F,F-W-E,Y,No swim bladder visible.,NA,NA,NA
HB1907,2,MWT1,20,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,43697,7523,46,NA,57,1.462,0.1107,NA,N,Y,Y,Y,4,Hyperiidea,3.2,0.8,4,NA,5,44006,N,Y,0.002,F,F-W-E,Y,No swim bladder visible.,NA,NA,NA
HB1907,2,MWT1,24,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43698,7527,58,NA,71,4.0743,0.3498,NA,N,Y,Y,Y,1,Calanoid,2.4,0.8,3,NA,14,44027,DA,Y,0.0104,?,F-W-E,Y,"These may actually be Hygophum, very small gonads, given size of fish (already spent?). Saved gonads. Bag 25.",NA,"but black, one speckled worm parasite, megalopa are probably graspoid or porturiid crabs",NA
HB1907,2,MWT1,24,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43698,7527,58,NA,71,4.0743,0.3498,NA,N,Y,Y,Y,2,Calanoid,1.6,0.8,2,NA,14,44027,DA,Y,0.0104,?,F-W-E,Y,"These may actually be Hygophum, very small gonads, given size of fish (already spent?). Saved gonads. Bag 25.",NA,"but black, one speckled worm parasite, megalopa are probably graspoid or porturiid crabs",NA
HB1907,2,MWT1,24,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43698,7527,58,NA,71,4.0743,0.3498,NA,N,Y,Y,Y,3,Calanoid,NA,NA,NA,NA,14,44027,DA,Y,0.0104,?,F-W-E,Y,"These may actually be Hygophum, very small gonads, given size of fish (already spent?). Saved gonads. Bag 25.",NA,"but black, one speckled worm parasite, megalopa are probably graspoid or porturiid crabs",NA
HB1907,2,MWT1,24,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43698,7527,58,NA,71,4.0743,0.3498,NA,N,Y,Y,Y,4,Candacia,NA,NA,NA,NA,14,44027,DA,Y,0.0104,?,F-W-E,Y,"These may actually be Hygophum, very small gonads, given size of fish (already spent?). Saved gonads. Bag 25.",NA,"but black, one speckled worm parasite, megalopa are probably graspoid or porturiid crabs",NA
HB1907,2,MWT1,24,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43698,7527,58,NA,71,4.0743,0.3498,NA,N,Y,Y,Y,5,Pleuromamma,1.8,0.8,2.25,NA,14,44027,DA,Y,0.0104,?,F-W-E,Y,"These may actually be Hygophum, very small gonads, given size of fish (already spent?). Saved gonads. Bag 25.",NA,"but black, one speckled worm parasite, megalopa are probably graspoid or porturiid crabs",NA
HB1907,2,MWT1,24,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43698,7527,58,NA,71,4.0743,0.3498,NA,N,Y,Y,Y,6,Euphausidacea,NA,NA,NA,NA,14,44027,DA,Y,0.0104,?,F-W-E,Y,"These may actually be Hygophum, very small gonads, given size of fish (already spent?). Saved gonads. Bag 25.",NA,"but black, one speckled worm parasite, megalopa are probably graspoid or porturiid crabs",NA
HB1907,2,MWT1,24,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43698,7527,58,NA,71,4.0743,0.3498,NA,N,Y,Y,Y,7,CrabMegalopa,3.5,0.8,4.375,NA,14,44027,DA,Y,0.0104,?,F-W-E,Y,"These may actually be Hygophum, very small gonads, given size of fish (already spent?). Saved gonads. Bag 25.",NA,"but black, one speckled worm parasite, megalopa are probably graspoid or porturiid crabs",NA
HB1907,2,MWT1,24,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43698,7527,58,NA,71,4.0743,0.3498,NA,N,Y,Y,Y,8,CrabMegalopa,5.1,0.8,6.375,NA,14,44027,DA,Y,0.0104,?,F-W-E,Y,"These may actually be Hygophum, very small gonads, given size of fish (already spent?). Saved gonads. Bag 25.",NA,"but black, one speckled worm parasite, megalopa are probably graspoid or porturiid crabs",NA
HB1907,2,MWT1,24,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43698,7527,58,NA,71,4.0743,0.3498,NA,N,Y,Y,Y,9,CopepodDigested,NA,NA,NA,NA,14,44027,DA,Y,0.0104,?,F-W-E,Y,"These may actually be Hygophum, very small gonads, given size of fish (already spent?). Saved gonads. Bag 25.",NA,"but black, one speckled worm parasite, megalopa are probably graspoid or porturiid crabs",NA
HB1907,2,MWT1,24,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43698,7527,58,NA,71,4.0743,0.3498,NA,N,Y,Y,Y,10,CrabMegalopa,3.2,0.8,4,NA,14,44027,DA,Y,0.0104,?,F-W-E,Y,"These may actually be Hygophum, very small gonads, given size of fish (already spent?). Saved gonads. Bag 25.",NA,"but black, one speckled worm parasite, megalopa are probably graspoid or porturiid crabs",NA
HB1907,2,MWT1,24,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43698,7527,58,NA,71,4.0743,0.3498,NA,N,Y,Y,Y,11,CrabMegalopa,3.6,0.8,4.5,NA,14,44027,DA,Y,0.0104,?,F-W-E,Y,"These may actually be Hygophum, very small gonads, given size of fish (already spent?). Saved gonads. Bag 25.",NA,"but black, one speckled worm parasite, megalopa are probably graspoid or porturiid crabs",NA
HB1907,2,MWT1,24,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43698,7527,58,NA,71,4.0743,0.3498,NA,N,Y,Y,Y,12,CrabMegalopa,3.5,0.8,4.375,NA,14,44027,DA,Y,0.0104,?,F-W-E,Y,"These may actually be Hygophum, very small gonads, given size of fish (already spent?). Saved gonads. Bag 25.",NA,"but black, one speckled worm parasite, megalopa are probably graspoid or porturiid crabs",NA
HB1907,2,MWT1,24,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43698,7527,58,NA,71,4.0743,0.3498,NA,N,Y,Y,Y,13,Hyperiidea,3,0.8,3.75,NA,14,44027,DA,Y,0.0104,?,F-W-E,Y,"These may actually be Hygophum, very small gonads, given size of fish (already spent?). Saved gonads. Bag 25.",NA,"but black, one speckled worm parasite, megalopa are probably graspoid or porturiid crabs",NA
HB1907,2,MWT1,24,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43698,7527,58,NA,71,4.0743,0.3498,NA,N,Y,Y,Y,14,Euphausidacea,NA,NA,NA,NA,14,44027,DA,Y,0.0104,?,F-W-E,Y,"These may actually be Hygophum, very small gonads, given size of fish (already spent?). Saved gonads. Bag 25.",NA,"but black, one speckled worm parasite, megalopa are probably graspoid or porturiid crabs",NA
HB1907,2,MWT1,26,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43698,7530,48,NA,61,2.0262,0.1004,NA,N,Y,Y,Y,1,Candacia,NA,NA,NA,NA,2,44027,DA,Y,0.0052,Im?,F-W-E,Y,See hard copy for notes on gonads,NA,"gut black, almost empty, highly digested",NA
HB1907,2,MWT1,26,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43698,7530,48,NA,61,2.0262,0.1004,NA,N,Y,Y,Y,2,CopepodDigested,NA,NA,NA,NA,2,44027,DA,Y,0.0052,Im?,F-W-E,Y,See hard copy for notes on gonads,NA,"gut black, almost empty, highly digested",NA
HB1907,2,MWT1,28,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43698,7532,46,NA,56,1.9401,0.0789,NA,N,Y,Y,Y,1,Candacia,2.1,0.8,2.625,NA,2,44027,DA,Y,0.0042,Im?,F-W-E,Y,NA,NA,gut black,NA
HB1907,2,MWT1,28,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43698,7532,46,NA,56,1.9401,0.0789,NA,N,Y,Y,Y,2,Candacia,NA,NA,NA,NA,2,44027,DA,Y,0.0042,Im?,F-W-E,Y,NA,NA,gut black,NA
HB1907,2,MWT1,30,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43703,7534,50,NA,63,2.246,0.1135,NA,N,Y,Y,Y,1,Candacia,NA,NA,NA,NA,3,44025,DA,Y,0.0069,?,F-W-E,Y,See hard copy for notes on gonads,NA,"gut black, prey highly digested, cephalosomes counted",NA
HB1907,2,MWT1,30,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43703,7534,50,NA,63,2.246,0.1135,NA,N,Y,Y,Y,2,Candacia,NA,NA,NA,NA,3,44025,DA,Y,0.0069,?,F-W-E,Y,See hard copy for notes on gonads,NA,"gut black, prey highly digested, cephalosomes counted",NA
HB1907,2,MWT1,30,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43703,7534,50,NA,63,2.246,0.1135,NA,N,Y,Y,Y,3,Candacia,NA,NA,NA,NA,3,44025,DA,Y,0.0069,?,F-W-E,Y,See hard copy for notes on gonads,NA,"gut black, prey highly digested, cephalosomes counted",NA
HB1907,2,MWT1,32,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43703,7536,49,NA,60,2.598,0.1276,NA,N,Y,Y,Y,1,Calanoid,2.5,0.8,3.125,NA,13,44025,DA,N,NA,?,NA,Y,NA,NA,Gut black,NA
HB1907,2,MWT1,32,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43703,7536,49,NA,60,2.598,0.1276,NA,N,Y,Y,Y,2,Calanoid,1.8,0.8,2.25,NA,13,44025,DA,N,NA,?,NA,Y,NA,NA,Gut black,NA
HB1907,2,MWT1,32,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43703,7536,49,NA,60,2.598,0.1276,NA,N,Y,Y,Y,3,Calanoid,3.1,0.8,3.875,NA,13,44025,DA,N,NA,?,NA,Y,NA,NA,Gut black,NA
HB1907,2,MWT1,32,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43703,7536,49,NA,60,2.598,0.1276,NA,N,Y,Y,Y,4,Candacia,NA,NA,NA,NA,13,44025,DA,N,NA,?,NA,Y,NA,NA,Gut black,NA
HB1907,2,MWT1,32,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43703,7536,49,NA,60,2.598,0.1276,NA,N,Y,Y,Y,5,Candacia,NA,NA,NA,NA,13,44025,DA,N,NA,?,NA,Y,NA,NA,Gut black,NA
HB1907,2,MWT1,32,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,43703,7536,49,NA,60,2.598,0.1276,NA,N,Y,Y,Y,6,Sapphirina,1.8,0.8,2.25,NA,13,44025,DA,N,NA,?,NA,Y,NA,NA,Gut black,NA
