Cruise,Station,Gear/Tow,Fish #,Family,Species or Lowest Taxon,"ID confirmation (via barcoding, or visually w/ persons initials)",Genetic ID,Flash frozen,Date processed,Photo ID#,SL (mm) (carapace length for decapods),FL (mm),TL (mm),Wt (g),TGW (g),EGW (g),Gut MB,Gut V.ID?,SIA?,Fish Barcoding,Prey_Num,Spp_LowestTaxon,Obs_Length,Magnification,Actual_Length,TotalNumPrey,TotalPrey_gut,Gut MorphID completed by SGG,Swim Bladder,Gonads?,Gon wt (g),Sex,Gonad preservative,Head?,Comments,Comments after Dissection,Gut_comments,Prey_Comments
HB1907,2,MWT1,11,Bathylagidae,Dolicholagus longirostris,Yes - DNA,Dolicholagus longirostris,N,8/19/2019,7510-11,64,n/a,73,1.2945,0.1023,n/a,N,Y,Y,Y,1,DigAmphipod,na,na,na,na,2,06/22/2020,N,Y,0.0017,M?,F-W-E,Y,"From bag 26. Gonad speckled, doesn't really look like eggs. Gut damaged and leaking contents before dissection.",NA,"gut long and black, looks like white  speckled gonad strip along gut, black part of gut empty",NA
HB1907,2,MWT1,11,Bathylagidae,Dolicholagus longirostris,Yes - DNA,Dolicholagus longirostris,N,8/19/2019,7510-11,64,n/a,73,1.2945,0.1023,n/a,N,Y,Y,Y,2,DigAmphipod,na,na,na,na,2,06/22/2020,N,Y,0.0017,M?,F-W-E,Y,"From bag 26. Gonad speckled, doesn't really look like eggs. Gut damaged and leaking contents before dissection.",NA,"gut long and black, looks like white  speckled gonad strip along gut, black part of gut empty",NA
HB1907,2,MWT1,12,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7512,48,n/a,60,1.5362,0.137,0.0721,Y,N,Y,Y,,,,,,,,,DA,Y,0.0035,M?,F-W-E,Y,,,,
HB1907,2,MWT1,13,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7513,54,n/a,67,1.5861,0.0878,n/a,N,Y,Y,Y,NA,UnknownSoft,NA,NA,NA,1,3,07/20/2020,DA,N,N/A,?,N/A,Y,Very long caudal fin rays. Others likely slightly broken off near end. Possibly very small gonads but not saved.,NA,gut black,NA
HB1907,2,MWT1,13,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7513,54,n/a,67,1.5861,0.0878,n/a,N,Y,Y,Y,1,UnknownSoft,NA,NA,NA,NA,3,07/20/2020,DA,N,N/A,?,N/A,Y,Very long caudal fin rays. Others likely slightly broken off near end. Possibly very small gonads but not saved.,NA,gut black,NA
HB1907,2,MWT1,13,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7513,54,n/a,67,1.5861,0.0878,n/a,N,Y,Y,Y,NA,Hyperiid,NA,NA,NA,1,3,07/20/2020,DA,N,N/A,?,N/A,Y,Very long caudal fin rays. Others likely slightly broken off near end. Possibly very small gonads but not saved.,NA,gut black,NA
HB1907,2,MWT1,13,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7513,54,n/a,67,1.5861,0.0878,n/a,N,Y,Y,Y,2,Hyperiid,3.8,0.8,4.75,NA,3,07/20/2020,DA,N,N/A,?,N/A,Y,Very long caudal fin rays. Others likely slightly broken off near end. Possibly very small gonads but not saved.,NA,gut black,"well preserved front half, rest of body crubmling apart"
HB1907,2,MWT1,13,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7513,54,n/a,67,1.5861,0.0878,n/a,N,Y,Y,Y,NA,Calanoid,NA,NA,NA,1,3,07/20/2020,DA,N,N/A,?,N/A,Y,Very long caudal fin rays. Others likely slightly broken off near end. Possibly very small gonads but not saved.,NA,gut black,NA
HB1907,2,MWT1,13,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7513,54,n/a,67,1.5861,0.0878,n/a,N,Y,Y,Y,3,Calanoid,1.5,0.8,1.875,NA,3,07/20/2020,DA,N,N/A,?,N/A,Y,Very long caudal fin rays. Others likely slightly broken off near end. Possibly very small gonads but not saved.,NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7514,60,n/a,74,3.2349,0.2104,n/a,N,Y,Y,Y,NA,Cavolinioidea,NA,NA,NA,1,12,07/19/2020,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7514,60,n/a,74,3.2349,0.2104,n/a,N,Y,Y,Y,1,Cavolinioidea,1.6,0.8,2.00,NA,12,07/19/2020,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7514,60,n/a,74,3.2349,0.2104,n/a,N,Y,Y,Y,NA,UnknownSoft,NA,NA,NA,9,12,07/19/2020,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7514,60,n/a,74,3.2349,0.2104,n/a,N,Y,Y,Y,2,UnknownSoft,NA,NA,NA,NA,12,07/19/2020,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7514,60,n/a,74,3.2349,0.2104,n/a,N,Y,Y,Y,3,UnknownSoft,NA,NA,NA,NA,12,07/19/2020,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7514,60,n/a,74,3.2349,0.2104,n/a,N,Y,Y,Y,4,UnknownSoft,NA,NA,NA,NA,12,07/19/2020,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7514,60,n/a,74,3.2349,0.2104,n/a,N,Y,Y,Y,5,UnknownSoft,NA,NA,NA,NA,12,07/19/2020,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7514,60,n/a,74,3.2349,0.2104,n/a,N,Y,Y,Y,6,UnknownSoft,NA,NA,NA,NA,12,07/19/2020,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7514,60,n/a,74,3.2349,0.2104,n/a,N,Y,Y,Y,NA,Pleuromamma,NA,NA,NA,1,12,07/19/2020,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7514,60,n/a,74,3.2349,0.2104,n/a,N,Y,Y,Y,7,Pleuromamma,2.3,0.8,2.88,NA,12,07/19/2020,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7514,60,n/a,74,3.2349,0.2104,n/a,N,Y,Y,Y,8,UnknownSoft,NA,NA,NA,NA,12,07/19/2020,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7514,60,n/a,74,3.2349,0.2104,n/a,N,Y,Y,Y,9,UnknownSoft,NA,NA,NA,NA,12,07/19/2020,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7514,60,n/a,74,3.2349,0.2104,n/a,N,Y,Y,Y,10,UnknownSoft,NA,NA,NA,NA,12,07/19/2020,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7514,60,n/a,74,3.2349,0.2104,n/a,N,Y,Y,Y,NA,Hyperiid,NA,NA,NA,NA,12,07/19/2020,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7514,60,n/a,74,3.2349,0.2104,n/a,N,Y,Y,Y,11,Hyperiid,3.4,0.8,4.25,NA,12,07/19/2020,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,probably Phronima sp. 
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7514,60,n/a,74,3.2349,0.2104,n/a,N,Y,Y,Y,12,UnknownSoft,NA,NA,NA,NA,12,07/19/2020,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,15,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7515,46,n/a,58,1.4774,0.1043,n/a,N,Y,Y,Y,NA,Appendicularian,NA,NA,NA,3,6,06/22/2020,DA,Y,0.0018,Im F,F-W-E,Y,"Gonad saved but very small, maybe female.",NA,"foregut black, hindgtu white/clear; gen fish ID might be updated later",NA
HB1907,2,MWT1,15,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7515,46,n/a,58,1.4774,0.1043,n/a,N,Y,Y,Y,1,Appendicularian,NA,NA,NA,na,6,06/22/2020,DA,Y,0.0018,Im F,F-W-E,Y,"Gonad saved but very small, maybe female.",NA,"foregut black, hindgtu white/clear; gen fish ID might be updated later",NA
HB1907,2,MWT1,15,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7515,46,n/a,58,1.4774,0.1043,n/a,N,Y,Y,Y,2,Appendicularian,NA,NA,NA,na,6,06/22/2020,DA,Y,0.0018,Im F,F-W-E,Y,"Gonad saved but very small, maybe female.",NA,"foregut black, hindgtu white/clear; gen fish ID might be updated later",NA
HB1907,2,MWT1,15,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7515,46,n/a,58,1.4774,0.1043,n/a,N,Y,Y,Y,3,Appendicularian,NA,NA,NA,na,6,06/22/2020,DA,Y,0.0018,Im F,F-W-E,Y,"Gonad saved but very small, maybe female.",NA,"foregut black, hindgtu white/clear; gen fish ID might be updated later",NA
HB1907,2,MWT1,15,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7515,46,n/a,58,1.4774,0.1043,n/a,N,Y,Y,Y,NA,Calanoid,NA,NA,NA,1,6,06/22/2020,DA,Y,0.0018,Im F,F-W-E,Y,"Gonad saved but very small, maybe female.",NA,"foregut black, hindgtu white/clear; gen fish ID might be updated later",NA
HB1907,2,MWT1,15,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7515,46,n/a,58,1.4774,0.1043,n/a,N,Y,Y,Y,4,Calanoid,2.8,0.8,3.50,na,6,06/22/2020,DA,Y,0.0018,Im F,F-W-E,Y,"Gonad saved but very small, maybe female.",NA,"foregut black, hindgtu white/clear; gen fish ID might be updated later",Scolecithricidae- removed for ID
HB1907,2,MWT1,15,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7515,46,n/a,58,1.4774,0.1043,n/a,N,Y,Y,Y,NA,Mysis,NA,NA,NA,2,6,06/22/2020,DA,Y,0.0018,Im F,F-W-E,Y,"Gonad saved but very small, maybe female.",NA,"foregut black, hindgtu white/clear; gen fish ID might be updated later",NA
HB1907,2,MWT1,15,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7515,46,n/a,58,1.4774,0.1043,n/a,N,Y,Y,Y,5,Mysis,NA,NA,NA,na,6,06/22/2020,DA,Y,0.0018,Im F,F-W-E,Y,"Gonad saved but very small, maybe female.",NA,"foregut black, hindgtu white/clear; gen fish ID might be updated later",NA
HB1907,2,MWT1,15,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7515,46,n/a,58,1.4774,0.1043,n/a,N,Y,Y,Y,6,Mysis,NA,NA,NA,na,6,06/22/2020,DA,Y,0.0018,Im F,F-W-E,Y,"Gonad saved but very small, maybe female.",NA,"foregut black, hindgtu white/clear; gen fish ID might be updated later",NA
HB1907,2,MWT1,16,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7516,52,n/a,62,1.785,0.0788,0.0368,Y,N,Y,Y,,,,,,,,,DA,Y,0.0035,?,F-W-E,Y,Gonads saved but very small.,NA,,
HB1907,2,MWT1,17,Myctophidae,Myctophum punctatum,Yes - visually PEC,,N,8/20/2019,7517-19,50,55,60,1.6782,0.0942,0.0385,Y,N,Y,Y,,,,,,,,,IA,N,N/A,Im  ,N/A,Y,Very small immature gonads.,,,
HB1907,2,MWT1,18,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7520-21,45,50,58,1.4001,0.0787,n/a,N,Y,Y,Y,NA,Appendicularian,NA,NA,NA,1,4,07/20/2020,DA,N,N/A,Im  ,N/A,Y,"Some of the fish have white mark on dorsal side of tail, others like this one don't. (male vs female?).",,gut black,
HB1907,2,MWT1,18,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7520-21,45,50,58,1.4001,0.0787,n/a,N,Y,Y,Y,1,Appendicularian,2.8,0.8,3.5,NA,4,07/20/2020,DA,N,N/A,Im  ,N/A,Y,"Some of the fish have white mark on dorsal side of tail, others like this one don't. (male vs female?).",,gut black,
HB1907,2,MWT1,18,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7520-21,45,50,58,1.4001,0.0787,n/a,N,Y,Y,Y,NA,Pteropod,NA,NA,NA,1,4,07/20/2020,DA,N,N/A,Im  ,N/A,Y,"Some of the fish have white mark on dorsal side of tail, others like this one don't. (male vs female?).",,gut black,
HB1907,2,MWT1,18,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7520-21,45,50,58,1.4001,0.0787,n/a,N,Y,Y,Y,2,Pteropod,NA,NA,NA,NA,4,07/20/2020,DA,N,N/A,Im  ,N/A,Y,"Some of the fish have white mark on dorsal side of tail, others like this one don't. (male vs female?).",,gut black,
HB1907,2,MWT1,18,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7520-21,45,50,58,1.4001,0.0787,n/a,N,Y,Y,Y,NA,UnknownSoft,NA,NA,NA,1,4,07/20/2020,DA,N,N/A,Im  ,N/A,Y,"Some of the fish have white mark on dorsal side of tail, others like this one don't. (male vs female?).",,gut black,
HB1907,2,MWT1,18,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,,N,8/20/2019,7520-21,45,50,58,1.4001,0.0787,n/a,N,Y,Y,Y,3,UnknownSoft,NA,NA,NA,NA,4,07/20/2020,DA,N,N/A,Im  ,N/A,Y,"Some of the fish have white mark on dorsal side of tail, others like this one don't. (male vs female?).",,gut black,
